ClinicID,ClinicName,ClinicPhone,ClinicEmail,ClinicAddress,ClinicCity,ClinicState,ClinicZip
938,Lesch  Grimes and Kris,1-(563)646-8117,egarnsworthq1@mysql.com,34152 Caliangt Pass,Davenport,IA,52809
939,Torp  Osinski and Bayer,1-(816)468-2615,rwroughtonq2@blogger.com,6483 Hayes Lane,Kansas City,MO,64149
940,Harris  Kertzmann and Zboncak,1-(803)105-0401,fnaisbittq3@icio.us,46025 Ilene Place,Columbia,SC,29215
941,Wisozk-Feeney,1-(517)958-2507,theymannq4@msu.edu,94396 Shoshone Parkway,Lansing,MI,48901
942,Schneider  Gleason and Kautzer,1-(202)757-8915,cmarrowq5@vinaora.com,410 Maywood Crossing,Washington,DC,20420
943,Schowalter-Lind,1-(314)114-2148,wkenyamq6@webnode.com,1103 Haas Street,Saint Louis,MO,63116
944,Kub  Ebert and Jacobi,1-(404)758-1869,mgoodsonq7@exblog.jp,30129 Upham Junction,Decatur,GA,30089
945,Oberbrunner-Anderson,1-(717)913-3046,mallamq8@salon.com,0149 Cordelia Crossing,Harrisburg,PA,17110
946,Abshire and Sons,1-(337)653-9810,fwaggittq9@sfgate.com,1949 Maywood Hill,Lake Charles,LA,70607
947,Lind-Kuhic,1-(423)304-1481,rschollqa@macromedia.com,531 Nevada Drive,Johnson City,TN,37605
948,Murray  Jerde and O'Hara,1-(718)722-4712,fshinglesqb@live.com,112 Nevada Crossing,Jamaica,NY,11436
949,Flatley LLC,1-(915)195-8612,ddcruzeqc@cpanel.net,114 Ridgeway Drive,El Paso,TX,79923
950,Weber-Ebert,1-(212)813-8145,jreekieqd@amazon.com,0 Shopko Avenue,New York City,NY,10034
951,Herman  Weber and Bartoletti,1-(610)890-4307,npyleqe@ifeng.com,1943 Annamark Junction,Reading,PA,19605
952,Connelly-Marvin,1-(504)372-5388,kzannottiqf@dedecms.com,50 Portage Court,New Orleans,LA,70179
953,O'Connell  Smith and Sauer,1-(502)617-5773,tkyndredqg@phoca.cz,0474 Sloan Trail,Louisville,KY,40225
954,Brakus-Batz,1-(330)917-9156,rpoundsfordqh@nyu.edu,84 Cardinal Point,Canton,OH,44705
955,Wiza  Kris and Stoltenberg,1-(804)454-7253,ahaughianqi@arizona.edu,8 Orin Hill,Richmond,VA,23213
956,Streich-Metz,1-(919)707-5764,kthuillierqj@livejournal.com,3616 Cottonwood Avenue,Raleigh,NC,27658
957,Brakus-Toy,1-(281)573-4709,vhewertsonqk@canalblog.com,1 Del Mar Center,Houston,TX,77095
958,Littel  Hegmann and Cruickshank,1-(402)207-1596,asturridgeql@google.com.hk,98260 Morning Park,Omaha,NE,68197
959,Dooley Inc,1-(806)573-5170,wallpressqm@amazon.co.uk,105 Autumn Leaf Point,Amarillo,TX,79118
960,Gaylord and Sons,1-(850)119-7994,rhoweqn@creativecommons.org,3 Packers Trail,Pensacola,FL,32520
961,Nolan-Ledner,1-(919)409-2032,plarmouthqo@last.fm,1 Fordem Court,Durham,NC,27717
962,Smith Inc,1-(901)826-3383,sroddieqp@nsw.gov.au,735 Kinsman Park,Memphis,TN,38109
963,Mante Group,1-(917)455-8587,eblasioqq@icq.com,415 Vidon Point,Jamaica,NY,11447
964,Upton-Bayer,1-(801)860-3328,cdurbynqr@sitemeter.com,9020 Fairview Junction,Salt Lake City,UT,84140
965,Mertz-Bode,1-(850)968-4363,gsallerqs@gov.uk,87086 Burning Wood Center,Pensacola,FL,32511
966,Swift LLC,1-(616)206-7389,fchuterqt@cafepress.com,07742 Fulton Plaza,Grand Rapids,MI,49510
967,Leannon-Bernhard,1-(561)133-1123,hacumqu@networkadvertising.org,24891 Mallard Parkway,West Palm Beach,FL,33416
968,McClure  Hand and Cummings,1-(210)323-2447,hkittleyqv@unblog.fr,86 Derek Junction,San Antonio,TX,78250
969,Sanford  Schamberger and Wunsch,1-(727)219-1076,dlayeqw@wordpress.com,30434 Grayhawk Terrace,Clearwater,FL,34615
970,Reilly  Hermann and Roob,1-(303)378-1902,lbautisteqx@wp.com,0 Welch Court,Denver,CO,80262
971,Goodwin LLC,1-(915)907-8487,hperesqy@fda.gov,16 Johnson Center,El Paso,TX,88519
972,Beatty  Beer and Konopelski,1-(704)912-7624,dbramwichqz@nytimes.com,060 Rockefeller Park,Charlotte,NC,28278
973,Harvey-Morar,1-(314)765-7186,sboweringr0@springer.com,975 Pierstorff Road,Saint Louis,MO,63116
974,Rogahn  Morar and Crooks,1-(602)772-7120,aanneslier1@apache.org,214 Hovde Parkway,Glendale,AZ,85311
975,Sanford Inc,1-(231)713-3115,nheminsleyr2@spotify.com,69 Pennsylvania Center,Muskegon,MI,49444
976,Kovacek and Sons,1-(208)494-0755,mrubeer3@constantcontact.com,4328 Hagan Way,Boise,ID,83722
977,Connelly-Hudson,1-(808)737-0017,dbenningr4@typepad.com,5 Boyd Circle,Honolulu,HI,96815
978,Spinka LLC,1-(281)219-9812,hcarpr5@usnews.com,417 Larry Parkway,Houston,TX,77293
979,Gottlieb-Grant,1-(850)591-6289,sshelsherr6@bbc.co.uk,8 Almo Park,Pinellas Park,FL,34665
980,Cruickshank LLC,1-(202)648-3629,amcmeekinr7@phoca.cz,47359 Miller Way,Washington,DC,20268
981,Kunde  Wintheiser and Oberbrunner,1-(920)277-6834,pmaror8@ocn.ne.jp,248 Hermina Circle,Appleton,WI,54915
982,Bergstrom LLC,1-(214)761-9656,wbogeyr9@quantcast.com,4 6th Plaza,Dallas,TX,75277
983,Davis Group,1-(727)597-9320,mhammellra@jigsy.com,26391 Monument Terrace,Largo,FL,34643
984,Rohan-Mann,1-(615)468-9581,bdefilipporb@boston.com,31634 Norway Maple Drive,Nashville,TN,37220
985,Schmitt-Hoeger,1-(816)444-6183,ggleesonrc@google.com.au,68387 Carberry Hill,Kansas City,MO,64149
986,Hand-Ernser,1-(917)549-6060,dbreensrd@illinois.edu,0 Del Sol Circle,New York City,NY,10105
987,Rowe-Mayer,1-(801)536-4791,tmccaffreyre@typepad.com,7 Loeprich Parkway,Ogden,UT,84403
988,Buckridge-Bartoletti,1-(917)811-9823,clongworthyrf@ebay.com,2512 Messerschmidt Pass,New York City,NY,10110
989,Altenwerth LLC,1-(615)114-0834,mdienesrg@nyu.edu,832 Di Loreto Pass,Nashville,TN,37220
990,Willms-Stroman,1-(919)839-9456,nhuckstepprh@newsvine.com,79724 Roxbury Way,Raleigh,NC,27610
991,Dare-Hickle,1-(361)455-5492,tcarlillri@newyorker.com,820 Hazelcrest Lane,Corpus Christi,TX,78465
992,Mayer LLC,1-(970)929-9032,mortsrj@chron.com,728 Kim Street,Fort Collins,CO,80525
993,Wilderman Inc,1-(713)370-6660,omulfordrk@sina.com.cn,610 Doe Crossing Hill,Houston,TX,77288
994,Prohaska-Johns,1-(215)767-4412,sploverrl@hibu.com,5071 Lerdahl Alley,Philadelphia,PA,19125
995,Williamson  Jerde and Romaguera,1-(314)286-5764,lrubbertsrm@cbslocal.com,5 Thackeray Trail,Saint Louis,MO,63158
996,Beatty LLC,1-(615)572-6509,tnokern@irs.gov,3853 Fulton Pass,Nashville,TN,37245
997,D'Amore-Konopelski,1-(913)671-9559,bpowneyro@arizona.edu,528 Glendale Crossing,Shawnee Mission,KS,66210
998,Smith  Orn and Schroeder,1-(904)108-7448,cparrisrp@ycombinator.com,5 Hollow Ridge Avenue,Jacksonville,FL,32215
999,Bins and Sons,1-(202)150-5865,jmaultrq@huffingtonpost.com,808 Golden Leaf Trail,Washington,DC,20205
1000,Medhurst-Koelpin,1-(313)497-7833,etheriotrr@nifty.com,01 Pleasure Court,Detroit,MI,48267
